"%Acm. Venda";"Comprador : Produto";"Código Produto";"Embalagem Unitária";"Venda Quantidade";"Unitário Médio";"Venda Valor";"Venda % Partic.";"Promoções Valor Venda";"Promoc. % Partic.";"% Partic. Prom./Vda.";"Lucratividade Unit.";"Lucratividade Valor";"Lucrat. % Partic.";"Lucrat. Marg %";"% Mark Up";"% Mark Down";"Custo Bruto";"Custo Líquido";"Despesa Venda";"Compror";"Comissão";"Impostos Venda";"Valor IBS  Municipal";"Valor IBS  Estadual";"Valor CBS";"Valor IS";"Contribuição Valor";"Contrib. % Partic.";"Contrib. Marg %*";"Peso Bruto";"Peso Brt %Partic.";"Peso Líquido";"Volume M ³";"Valor Venda Por M³";"Custo Fiscal Unit.";"Custo Fiscal Total (Estq)";"Custo Fiscal Total";"Despesa Fixa";"Desconto Fixo";"Vlr Descto Fora de NF"
"21,91";"IARA : TOALHA UMED MILI BABY C/50";"1965";"UN 1";"4,000";"7,99";"31,96";"0,02";"0,00";"0,00";"0,00";"3,42";"13,66";"0,04";"42,74";"74,55";"42,71";"18,31";"18,31";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"13,66";"0,04";"42,74";"0,640";"0,01";"1,000";"0,002";"15.980,000";"4,75";"0,00";"19,01";"0,00";"0,00";"0,00"
"21,92";"IARA : TOALHA UMED MILI LOVE CARE C/100 Un";"1917";"UN 1";"1,000";"15,99";"15,99";"0,01";"0,00";"0,00";"0,00";"5,98";"5,98";"0,02";"37,40";"59,74";"37,40";"10,01";"10,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"5,98";"0,02";"37,40";"0,325";"0,00";"0,400";"0,002";"7.995,000";"10,02";"20,03";"10,02";"0,00";"0,00";"0,00"
"21,93";"IARA : TOALHAS UMED JOHNSON'S BABY C/44 SUAVE";"6917";"UN 1";"1,000";"17,99";"17,99";"0,01";"0,00";"0,00";"0,00";"5,79";"5,79";"0,02";"32,18";"54,95";"35,46";"11,61";"10,54";"0,00";"0,00";"0,00";"1,66";"0,00";"0,00";"0,00";"0,00";"5,79";"0,02";"35,47";"0,211";"0,00";"0,000";"0,001";"17.990,000";"10,89";"21,78";"10,89";"0,00";"0,00";"0,00"
"21,94";"IARA : TOALHAS UMED PRIMEIRO BABY C/ 100";"5506";"UN 1";"1,000";"16,99";"16,99";"0,01";"0,00";"0,00";"0,00";"7,00";"7,00";"0,02";"41,20";"70,07";"41,20";"9,99";"9,99";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"7,00";"0,02";"41,20";"0,617";"0,01";"0,000";"0,000";"0,000";"9,99";"129,87";"9,99";"0,00";"0,00";"0,00"
"21,96";"IARA : TOALHAS UMED PRIMEIRO BABY CONFORT LV120PG100";"5659";"UN 1";"2,000";"11,99";"23,98";"0,02";"0,00";"0,00";"0,00";"5,40";"10,80";"0,03";"45,04";"81,94";"45,04";"13,18";"13,18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"10,80";"0,03";"45,04";"0,784";"0,01";"0,000";"0,000";"0,000";"6,62";"79,40";"13,23";"0,00";"0,00";"0,00"
"22,00";"IARA : TORTINHA DE CHOCOLATE Kg";"18306";"KG 1";"1,458";"39,99";"58,31";"0,04";"0,00";"0,00";"0,00";"2,94";"4,28";"0,01";"7,34";"37,91";"27,49";"42,28";"42,28";"0,00";"0,00";"0,00";"11,75";"0,00";"0,00";"0,00";"0,00";"4,28";"0,01";"9,19";"0,000";"0,00";"0,000";"0,000";"0,000";"29,00";"0,00";"42,28";"0,00";"0,00";"0,00"
"22,01";"IARA : TORTINHA DE DOCE DE LEITE Kg";"18468";"KG 1";"0,490";"40,00";"19,60";"0,01";"0,00";"0,00";"0,00";"4,94";"2,42";"0,01";"12,35";"48,15";"32,50";"13,23";"13,23";"0,00";"0,00";"0,00";"3,95";"0,00";"0,00";"0,00";"0,00";"2,42";"0,01";"15,46";"0,000";"0,00";"0,000";"0,000";"0,000";"27,00";"0,00";"13,23";"0,00";"0,00";"0,00"
"22,11";"IARA : TORTINHA DE LIMÃO Kg";"17925";"KG 1";"4,428";"33,99";"150,52";"0,10";"0,00";"0,00";"0,00";"10,85";"48,04";"0,13";"31,92";"69,96";"41,16";"88,56";"88,56";"0,00";"0,00";"0,00";"13,92";"0,00";"0,00";"0,00";"0,00";"48,04";"0,13";"35,17";"0,000";"0,00";"0,000";"0,000";"0,000";"20,00";"0,00";"88,56";"0,00";"0,00";"0,00"
"22,14";"IARA : TORTINHA DE MORANGO Kg";"17930";"KG 1";"0,922";"45,00";"41,49";"0,03";"0,00";"0,00";"0,00";"11,83";"10,91";"0,03";"26,30";"55,16";"35,55";"26,74";"26,74";"0,00";"0,00";"0,00";"3,84";"0,00";"0,00";"0,00";"0,00";"10,91";"0,03";"28,98";"0,000";"0,00";"0,000";"0,000";"0,000";"29,00";"0,00";"26,74";"0,00";"0,00";"0,00"
"22,15";"IARA : VARAL VASBRAS NYLON und N°5";"10681";"UN 1";"2,000";"4,99";"9,98";"0,01";"0,00";"0,00";"0,00";"1,48";"2,96";"0,01";"29,66";"66,33";"39,88";"6,00";"4,47";"0,00";"0,00";"0,00";"2,56";"0,00";"0,00";"0,00";"0,00";"2,96";"0,01";"39,87";"0,060";"0,00";"0,000";"0,000";"0,000";"2,49";"7,47";"4,98";"0,00";"0,00";"0,00"
"22,15";"IARA : VELA ANIVERSÁRIO GLITTER NSP und Nº1 AZUL";"13304";"UN 1";"1,000";"6,99";"6,99";"0,00";"0,00";"0,00";"0,00";"2,31";"2,31";"0,01";"33,05";"80,15";"44,49";"3,88";"2,89";"0,00";"0,00";"0,00";"1,79";"0,00";"0,00";"0,00";"0,00";"2,31";"0,01";"44,42";"0,022";"0,00";"0,000";"0,000";"0,000";"3,05";"12,19";"3,05";"0,00";"0,00";"0,00"
"22,15";"IARA : VELA ANIVERSÁRIO GLITTER NSP und Nº9 AZUL";"13319";"UN 1";"1,000";"6,99";"6,99";"0,00";"0,00";"0,00";"0,00";"1,82";"1,82";"0,00";"26,04";"80,15";"44,49";"3,88";"3,38";"0,00";"0,00";"0,00";"1,79";"0,00";"0,00";"0,00";"0,00";"1,82";"0,00";"35,00";"0,022";"0,00";"0,000";"0,000";"0,000";"3,38";"13,54";"3,38";"0,00";"0,00";"0,00"
"22,15";"IARA : VELA ANIVERSÁRIO MÁGICA PLAC UN Nº0 BRANCA";"13173";"UN 1";"1,000";"4,99";"4,99";"0,00";"0,00";"0,00";"0,00";"0,72";"0,72";"0,00";"14,43";"66,89";"40,08";"2,99";"2,99";"0,00";"0,00";"0,00";"1,28";"0,00";"0,00";"0,00";"0,00";"0,72";"0,00";"19,40";"0,012";"0,00";"0,000";"0,000";"0,000";"2,99";"56,81";"2,99";"0,00";"0,00";"0,00"
"22,15";"IARA : VELA ANIVERSÁRIO MÁGICA PLAC UN Nº2 BRANCA";"13178";"UN 1";"1,000";"4,99";"4,99";"0,00";"0,00";"0,00";"0,00";"1,49";"1,49";"0,00";"29,86";"66,89";"40,08";"2,99";"2,23";"0,00";"0,00";"0,00";"1,28";"0,00";"0,00";"0,00";"0,00";"1,49";"0,00";"40,14";"0,012";"0,00";"0,000";"0,000";"0,000";"2,23";"0,00";"2,23";"0,00";"0,00";"0,00"
"22,15";"IARA : VELA ANIVERSÁRIO MÁGICA PLAC UN Nº4 AZUL";"13229";"UN 1";"1,000";"4,99";"4,99";"0,00";"0,00";"0,00";"0,00";"1,27";"1,27";"0,00";"25,45";"66,89";"40,08";"2,99";"2,44";"0,00";"0,00";"0,00";"1,28";"0,00";"0,00";"0,00";"0,00";"1,27";"0,00";"34,22";"0,012";"0,00";"0,000";"0,000";"0,000";"2,44";"2,44";"2,44";"0,00";"0,00";"0,00"
"22,16";"IARA : VELA ANIVERSÁRIO PLAC C/4 und ESTRELA";"13283";"UN 1";"2,000";"5,99";"11,98";"0,01";"0,00";"0,00";"0,00";"1,55";"3,09";"0,01";"25,79";"84,88";"45,91";"6,48";"5,82";"0,00";"0,00";"0,00";"3,07";"0,00";"0,00";"0,00";"0,00";"3,09";"0,01";"34,67";"0,024";"0,00";"0,000";"0,000";"0,000";"2,91";"11,63";"5,82";"0,00";"0,00";"0,00"
"22,17";"IARA : VELA ANIVERSÁRIO PREMIUM NSP und OURO Nº1";"13353";"UN 1";"1,000";"7,99";"7,99";"0,01";"0,00";"0,00";"0,00";"2,50";"2,50";"0,01";"31,29";"72,57";"42,05";"4,63";"3,45";"0,00";"0,00";"0,00";"2,05";"0,00";"0,00";"0,00";"0,00";"2,50";"0,01";"42,06";"0,014";"0,00";"0,000";"0,000";"0,000";"3,45";"6,89";"3,45";"0,00";"0,00";"0,00"
"22,18";"IARA : VELA ANIVERSÁRIO PREMIUM NSP und OURO Nº3";"13367";"UN 1";"1,000";"7,99";"7,99";"0,01";"0,00";"0,00";"0,00";"2,50";"2,50";"0,01";"31,29";"72,57";"42,05";"4,63";"3,45";"0,00";"0,00";"0,00";"2,05";"0,00";"0,00";"0,00";"0,00";"2,50";"0,01";"42,06";"0,014";"0,00";"0,000";"0,000";"0,000";"4,09";"20,46";"4,09";"0,00";"0,00";"0,00"
"22,19";"IARA : VELA ANIVERSÁRIO VULCÃO NSP und";"13344";"UN 1";"2,000";"8,99";"17,98";"0,01";"0,00";"0,00";"0,00";"2,76";"5,52";"0,02";"30,70";"70,27";"41,27";"10,56";"7,86";"0,00";"0,00";"0,00";"4,60";"0,00";"0,00";"0,00";"0,00";"5,52";"0,02";"41,27";"0,020";"0,00";"0,000";"0,000";"0,000";"4,61";"235,33";"9,23";"0,00";"0,00";"0,00"
"22,20";"IARA : VELA PALITO NSP 20und BRANCA";"13256";"UN 1";"1,000";"8,99";"8,99";"0,01";"0,00";"0,00";"0,00";"2,75";"2,75";"0,01";"30,59";"83,47";"45,49";"4,90";"3,94";"0,00";"0,00";"0,00";"2,30";"0,00";"0,00";"0,00";"0,00";"2,75";"0,01";"41,12";"0,018";"0,00";"0,000";"0,000";"0,000";"3,94";"11,81";"3,94";"0,00";"0,00";"0,00"
"22,22";"IARA : VELAS BELÉM IMAGENS 7 DIAS 250g";"5206";"UN 1";"2,000";"12,99";"25,98";"0,02";"0,00";"0,00";"0,00";"3,51";"7,02";"0,02";"27,02";"56,98";"36,30";"16,55";"12,31";"0,00";"0,00";"0,00";"6,65";"0,00";"0,00";"0,00";"0,00";"7,02";"0,02";"36,32";"0,546";"0,01";"0,000";"0,000";"0,000";"8,06";"1.337,72";"16,12";"0,00";"0,00";"0,00"
"22,23";"IARA : VELAS BELÉM N°5 C/8 COLORIDAS";"5245";"UN 1";"1,000";"9,99";"9,99";"0,01";"0,00";"0,00";"0,00";"2,42";"2,42";"0,01";"24,22";"48,44";"32,63";"6,73";"5,01";"0,00";"0,00";"0,00";"2,56";"0,00";"0,00";"0,00";"0,00";"2,42";"0,01";"32,56";"0,218";"0,00";"0,000";"0,000";"0,000";"5,81";"174,33";"5,81";"0,00";"0,00";"0,00"
"22,23";"IARA : VELAS PARANÁ N°3 BCA CX C/8 unid";"16908";"UN 1";"1,000";"5,99";"5,99";"0,00";"0,00";"0,00";"0,00";"1,83";"1,83";"0,00";"30,55";"77,74";"43,74";"3,37";"2,63";"0,00";"0,00";"0,00";"1,53";"0,00";"0,00";"0,00";"0,00";"1,83";"0,00";"41,07";"0,096";"0,00";"0,098";"0,000";"0,000";"2,78";"5,56";"2,78";"0,00";"0,00";"0,00"
"22,25";"IARA : ÁGUA MICELAR L'ORÉAL 200ml 5 EM 1";"11073";"UN 1";"1,000";"32,99";"32,99";"0,02";"36,99";"0,03";"112,12";"8,29";"8,29";"0,02";"25,13";"33,56";"25,13";"24,70";"24,70";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"8,29";"0,02";"25,13";"0,215";"0,00";"0,200";"0,000";"0,000";"24,69";"0,00";"24,69";"0,00";"0,00";"0,00"
"22,25";"IARA : ÁGUA OXIG FARMAX 90ml CREMOSA 30";"11061";"UN 1";"1,000";"3,89";"3,89";"0,00";"3,89";"0,00";"100,00";"1,06";"1,06";"0,00";"27,25";"57,49";"36,50";"2,47";"2,47";"0,00";"0,00";"0,00";"0,36";"0,00";"0,00";"0,00";"0,00";"1,06";"0,00";"30,03";"0,102";"0,00";"0,104";"0,000";"0,000";"2,47";"229,71";"2,47";"0,00";"0,00";"0,00"
"22,28";"IARA : ÓLEO CAPILAR PANTENE LEAVE-IN 95ml MILAGROSO";"9081";"UN 1";"1,000";"49,99";"49,99";"0,03";"0,00";"0,00";"0,00";"18,51";"18,51";"0,05";"37,03";"58,80";"37,03";"31,48";"31,48";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"18,51";"0,05";"37,03";"0,125";"0,00";"0,000";"0,000";"0,000";"19,01";"209,06";"19,01";"0,00";"0,00";"0,00"
"22,30";"IARA : ÓLEO CAPILAR SKALA UVA 90ml";"19576";"UN 1";"1,000";"22,99";"22,99";"0,02";"0,00";"0,00";"0,00";"8,36";"8,36";"0,02";"36,36";"57,14";"36,36";"14,63";"14,63";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"8,36";"0,02";"36,36";"0,112";"0,00";"0,000";"0,000";"0,000";"14,58";"43,73";"14,58";"0,00";"0,00";"0,00"
"22,33";"IARA : ÓLEO CORP PAIXÃO BRIDGERTON 200ml DAMA DA PRATA";"21634";"UN 1";"2,000";"19,99";"39,98";"0,03";"45,98";"0,03";"115,01";"4,09";"8,18";"0,02";"20,46";"25,72";"20,46";"31,80";"31,80";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"8,18";"0,02";"20,46";"0,398";"0,01";"0,400";"0,001";"39.980,000";"16,66";"1.066,24";"33,32";"0,00";"0,00";"0,00"
"22,43";"IARA : ÓLEO NUTRITIVO OX NUTRE 120ml";"6229";"UN 1";"4,000";"35,99";"143,96";"0,10";"0,00";"0,00";"0,00";"11,65";"46,60";"0,13";"32,37";"47,86";"32,37";"97,36";"97,36";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"46,60";"0,13";"32,37";"0,564";"0,01";"0,464";"0,001";"143.960,000";"24,34";"146,04";"97,36";"0,00";"0,00";"0,00"
"22,44";"IARA : ÓLEO PAIXÃO 100mL FRAMBOESA NEGRA";"11436";"UN 1";"1,000";"14,99";"14,99";"0,01";"0,00";"0,00";"0,00";"5,30";"5,30";"0,01";"35,36";"54,70";"35,36";"9,69";"9,69";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"5,30";"0,01";"35,36";"0,110";"0,00";"0,100";"0,000";"0,000";"9,69";"9,69";"9,69";"0,00";"0,00";"0,00"
"22,46";"IARA : ÓLEO PAIXÃO 200ml TENTADORA";"11899";"UN 1";"1,000";"22,99";"22,99";"0,02";"0,00";"0,00";"0,00";"6,00";"6,00";"0,02";"26,10";"35,31";"26,10";"16,99";"16,99";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"6,00";"0,02";"26,10";"0,202";"0,00";"0,200";"0,001";"22.990,000";"10,99";"131,92";"10,99";"0,00";"0,00";"0,00"
"22,48";"IARA : ÓLEO TRESEMMÉ BRILHO LAMELAR 60ml FINALIZADOR";"19680";"UN 1";"1,000";"32,99";"32,99";"0,02";"0,00";"0,00";"0,00";"9,81";"9,81";"0,03";"29,74";"42,32";"29,74";"23,18";"23,18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"9,81";"0,03";"29,74";"0,073";"0,00";"0,000";"0,000";"0,000";"23,18";"69,53";"23,18";"0,00";"0,00";"0,00"
"22,50";"JOSIMAR : ALCOOL SAFRA 1L + BICARBONATO ";"3420";"UN 1";"3,000";"7,99";"23,97";"0,02";"0,00";"0,00";"0,00";"2,73";"8,20";"0,02";"34,21";"76,90";"43,47";"13,55";"13,55";"0,00";"0,00";"0,00";"2,22";"0,00";"0,00";"0,00";"0,00";"8,20";"0,02";"37,70";"3,300";"0,04";"3,000";"0,005";"4.794,000";"4,52";"4,52";"13,55";"0,00";"0,00";"0,00"
"22,52";"JOSIMAR : ALCOOL SAFRA BACTERICIDA 46,2° 1L NEUTRO";"3419";"UN 1";"3,000";"8,99";"26,97";"0,02";"0,00";"0,00";"0,00";"3,56";"10,67";"0,03";"39,56";"124,19";"55,39";"12,03";"9,39";"0,00";"0,00";"0,00";"6,91";"0,00";"0,00";"0,00";"0,00";"10,67";"0,03";"53,18";"3,000";"0,04";"3,000";"0,005";"5.394,000";"4,06";"145,99";"12,17";"0,00";"0,00";"0,00"
"22,53";"JOSIMAR : ALCOOL SAFRA GEL 70º 500g";"3413";"UN 1";"2,000";"8,99";"17,98";"0,01";"0,00";"0,00";"0,00";"3,67";"7,34";"0,02";"40,82";"132,30";"56,95";"7,74";"6,04";"0,00";"0,00";"0,00";"4,60";"0,00";"0,00";"0,00";"0,00";"7,34";"0,02";"54,87";"1,020";"0,01";"1,000";"0,001";"17.980,000";"3,97";"3,97";"7,95";"0,00";"0,00";"0,00"
"22,54";"JOSIMAR : ALCOOL SAFRA GEL 80º 425g ACENDEDOR";"3416";"UN 1";"1,000";"9,99";"9,99";"0,01";"0,00";"0,00";"0,00";"4,66";"4,66";"0,01";"46,65";"121,02";"54,75";"4,52";"3,53";"0,00";"0,00";"0,00";"1,80";"0,00";"0,00";"0,00";"0,00";"4,66";"0,01";"56,90";"0,430";"0,01";"0,425";"0,001";"9.990,000";"4,51";"4,51";"4,51";"0,00";"0,00";"0,00"
"22,54";"JOSIMAR : ALCOOL SAFRA TRAD 46º 2 500ml";"3414";"UN 1";"1,000";"6,99";"6,99";"0,00";"0,00";"0,00";"0,00";"2,87";"2,87";"0,01";"41,06";"69,66";"41,06";"4,12";"4,12";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"2,87";"0,01";"41,06";"0,500";"0,01";"0,500";"0,001";"6.990,000";"4,12";"12,35";"4,12";"0,00";"0,00";"0,00"
"22,57";"JOSIMAR : ALVEJ VANISH EM PÓ RF 400g WHITE";"2925";"UN 1";"2,000";"23,99";"47,98";"0,03";"0,00";"0,00";"0,00";"8,21";"16,41";"0,04";"34,20";"60,47";"37,68";"29,90";"27,13";"0,00";"0,00";"0,00";"4,44";"0,00";"0,00";"0,00";"0,00";"16,41";"0,04";"37,69";"0,800";"0,01";"0,800";"0,002";"23.990,000";"13,91";"278,26";"27,83";"0,00";"0,00";"0,00"
"22,59";"JOSIMAR : ALVEJ VANISH PÓ SACHET 120g ROSA";"2563";"UN 1";"3,000";"8,99";"26,97";"0,02";"0,00";"0,00";"0,00";"2,49";"7,47";"0,02";"27,70";"58,55";"36,93";"17,01";"17,01";"0,00";"0,00";"0,00";"2,49";"0,00";"0,00";"0,00";"0,00";"7,47";"0,02";"30,52";"0,408";"0,01";"0,360";"0,001";"26.970,000";"5,67";"73,71";"17,01";"0,00";"0,00";"0,00"
"22,59";"JOSIMAR : ALVEJ YPÊ FLORES PRIMAVERA 1L";"4314";"UN 1";"1,000";"6,99";"6,99";"0,00";"0,00";"0,00";"0,00";"2,29";"2,29";"0,01";"32,76";"72,17";"41,92";"4,06";"4,06";"0,00";"0,00";"0,00";"0,65";"0,00";"0,00";"0,00";"0,00";"2,29";"0,01";"36,10";"1,100";"0,01";"1,000";"0,002";"3.495,000";"4,09";"36,79";"4,09";"0,00";"0,00";"0,00"
"22,60";"JOSIMAR : AMAC ROUPA AMACITEL 2L LUXO ALEGRES ENCANT";"4742";"UN 1";"1,000";"11,99";"11,99";"0,01";"0,00";"0,00";"0,00";"4,14";"4,14";"0,01";"34,53";"77,63";"43,70";"6,75";"6,75";"0,00";"0,00";"0,00";"1,11";"0,00";"0,00";"0,00";"0,00";"4,14";"0,01";"38,05";"2,128";"0,03";"2,000";"0,004";"2.997,500";"6,66";"46,63";"6,66";"0,00";"0,00";"0,00"
"22,61";"JOSIMAR : AMAC ROUPA AMACITEL 2L LUXO OCEANO PROFUN";"4744";"UN 1";"1,000";"11,50";"11,50";"0,01";"0,00";"0,00";"0,00";"3,70";"3,70";"0,01";"32,17";"58,62";"36,96";"7,25";"6,74";"0,00";"0,00";"0,00";"1,06";"0,00";"0,00";"0,00";"0,00";"3,70";"0,01";"35,45";"2,128";"0,03";"2,000";"0,004";"2.875,000";"6,51";"6,51";"6,51";"0,00";"0,00";"0,00"
"22,65";"JOSIMAR : AMAC ROUPA AMACITEL LUXO 5L MOMENTO DE CARI";"4753";"UN 1";"2,000";"26,99";"53,98";"0,04";"0,00";"0,00";"0,00";"8,19";"16,37";"0,04";"30,33";"65,53";"39,59";"32,61";"32,61";"0,00";"0,00";"0,00";"4,99";"0,00";"0,00";"0,00";"0,00";"16,37";"0,04";"33,42";"10,400";"0,13";"10,000";"0,013";"4.152,308";"16,20";"32,40";"32,40";"0,00";"0,00";"0,00"
"22,66";"JOSIMAR : AMAC ROUPA BABY SOFT 2L CUIDADO- BRANCO";"1773";"UN 1";"1,000";"10,99";"10,99";"0,01";"0,00";"0,00";"0,00";"4,08";"4,08";"0,01";"37,12";"69,34";"40,95";"6,49";"5,89";"0,00";"0,00";"0,00";"1,02";"0,00";"0,00";"0,00";"0,00";"4,08";"0,01";"40,91";"2,098";"0,03";"2,000";"0,003";"3.663,333";"5,91";"17,72";"5,91";"0,00";"0,00";"0,00"
"22,67";"JOSIMAR : AMAC ROUPA BABY SOFT 2L MACIEZ - ROSA";"1775";"UN 1";"1,000";"10,99";"10,99";"0,01";"0,00";"0,00";"0,00";"4,08";"4,08";"0,01";"37,12";"69,34";"40,95";"6,49";"5,89";"0,00";"0,00";"0,00";"1,02";"0,00";"0,00";"0,00";"0,00";"4,08";"0,01";"40,91";"2,098";"0,03";"2,000";"0,003";"3.663,333";"5,89";"64,79";"5,89";"0,00";"0,00";"0,00"
"22,68";"JOSIMAR : AMAC ROUPA BABY SOFT 2L SEDUTOR - ROXO";"1774";"UN 1";"2,000";"10,99";"21,98";"0,01";"0,00";"0,00";"0,00";"4,09";"8,17";"0,02";"37,17";"69,34";"40,95";"12,98";"11,78";"0,00";"0,00";"0,00";"2,03";"0,00";"0,00";"0,00";"0,00";"8,17";"0,02";"40,96";"4,196";"0,05";"4,000";"0,006";"3.663,333";"5,85";"122,87";"11,70";"0,00";"0,00";"0,00"
"22,69";"JOSIMAR : AMAC ROUPA BABY SOFT 500ml CONC TOQ ENVOLVENTE";"2860";"UN 1";"1,000";"7,99";"7,99";"0,01";"0,00";"0,00";"0,00";"2,72";"2,72";"0,01";"34,04";"60,12";"37,55";"4,99";"4,53";"0,00";"0,00";"0,00";"0,74";"0,00";"0,00";"0,00";"0,00";"2,72";"0,01";"37,51";"0,562";"0,01";"0,500";"0,001";"7.990,000";"4,38";"39,38";"4,38";"0,00";"0,00";"0,00"
"22,74";"JOSIMAR : AMAC ROUPA BABY SOFT 5L TOQUE CARINHO";"2682";"UN 1";"3,000";"24,99";"74,97";"0,05";"0,00";"0,00";"0,00";"8,17";"24,50";"0,07";"32,68";"56,29";"36,01";"47,97";"43,53";"0,00";"0,00";"0,00";"6,93";"0,00";"0,00";"0,00";"0,00";"24,50";"0,07";"36,01";"15,300";"0,20";"15,000";"0,026";"2.883,462";"14,47";"651,31";"43,42";"0,00";"0,00";"0,00"
"22,78";"JOSIMAR : AMAC ROUPA DOWNY CONC 1L ALFAZEMA";"21313";"UN 1";"2,000";"26,99";"53,98";"0,04";"0,00";"0,00";"0,00";"7,32";"14,63";"0,04";"27,10";"42,58";"29,86";"37,86";"34,36";"0,00";"0,00";"0,00";"4,99";"0,00";"0,00";"0,00";"0,00";"14,63";"0,04";"29,87";"2,136";"0,03";"2,000";"0,004";"13.495,000";"17,21";"447,49";"34,42";"0,00";"0,00";"0,00"
"22,82";"JOSIMAR : AMAC ROUPA DOWNY CONC 1L FRESCOR PRIMAVE";"9580";"UN 1";"2,000";"26,99";"53,98";"0,04";"0,00";"0,00";"0,00";"7,29";"14,57";"0,04";"26,99";"42,35";"29,75";"37,92";"34,42";"0,00";"0,00";"0,00";"4,99";"0,00";"0,00";"0,00";"0,00";"14,57";"0,04";"29,74";"2,136";"0,03";"2,000";"0,004";"13.495,000";"17,21";"395,79";"34,42";"0,00";"0,00";"0,00"
"22,84";"JOSIMAR : AMAC ROUPA DOWNY CONC 1L VERÃO TROPICAL";"20339";"UN 1";"1,000";"26,99";"26,99";"0,02";"0,00";"0,00";"0,00";"7,29";"7,29";"0,02";"27,01";"42,35";"29,75";"18,96";"17,21";"0,00";"0,00";"0,00";"2,50";"0,00";"0,00";"0,00";"0,00";"7,29";"0,02";"29,76";"1,068";"0,01";"1,000";"0,002";"13.495,000";"17,21";"430,17";"17,21";"0,00";"0,00";"0,00"
"22,85";"JOSIMAR : AMAC ROUPA DOWNY CONC 500ml BRISA SUAVE";"9457";"UN 1";"1,000";"16,99";"16,99";"0,01";"0,00";"0,00";"0,00";"5,40";"5,40";"0,01";"31,78";"53,89";"35,02";"11,04";"10,02";"0,00";"0,00";"0,00";"1,57";"0,00";"0,00";"0,00";"0,00";"5,40";"0,01";"35,02";"0,510";"0,01";"0,500";"0,001";"16.990,000";"10,04";"311,23";"10,04";"0,00";"0,00";"0,00"
"22,86";"JOSIMAR : AMAC ROUPA DOWNY CONC 500ml BRISA VERÃO";"9444";"UN 1";"1,000";"16,99";"16,99";"0,01";"0,00";"0,00";"0,00";"5,40";"5,40";"0,01";"31,78";"53,89";"35,02";"11,04";"10,02";"0,00";"0,00";"0,00";"1,57";"0,00";"0,00";"0,00";"0,00";"5,40";"0,01";"35,02";"0,510";"0,01";"0,500";"0,001";"16.990,000";"10,02";"260,49";"10,02";"0,00";"0,00";"0,00"
"22,94";"JOSIMAR : AMAC ROUPA DOWNY RF 750ml BRISA INTENSO";"9250";"UN 1";"7,000";"16,99";"118,93";"0,08";"139,23";"0,09";"117,07";"4,23";"29,60";"0,08";"24,89";"37,11";"27,07";"86,74";"78,33";"0,00";"0,00";"0,00";"11,00";"0,00";"0,00";"0,00";"0,00";"29,60";"0,08";"27,43";"5,488";"0,07";"5,250";"0,020";"5.946,500";"11,76";"787,93";"82,32";"0,00";"0,00";"0,00"
"22,95";"JOSIMAR : AMAC ROUPA DOWNY RF 750ml CONC BRISA DE VERÃO";"10127";"UN 1";"1,000";"19,99";"19,99";"0,01";"0,00";"0,00";"0,00";"6,35";"6,35";"0,02";"31,77";"53,89";"35,02";"12,99";"11,79";"0,00";"0,00";"0,00";"1,85";"0,00";"0,00";"0,00";"0,00";"6,35";"0,02";"35,00";"0,775";"0,01";"0,760";"0,004";"4.997,500";"11,80";"1.285,94";"11,80";"0,00";"0,00";"0,00"
"22,96";"JOSIMAR : AMAC ROUPA DOWNY RF 750ml CONC BRISA SUAVE";"10125";"UN 1";"1,000";"19,99";"19,99";"0,01";"0,00";"0,00";"0,00";"6,35";"6,35";"0,02";"31,77";"53,89";"35,02";"12,99";"11,79";"0,00";"0,00";"0,00";"1,85";"0,00";"0,00";"0,00";"0,00";"6,35";"0,02";"35,00";"0,775";"0,01";"0,760";"0,004";"4.997,500";"11,73";"293,25";"11,73";"0,00";"0,00";"0,00"
"22,97";"JOSIMAR : AMAC ROUPA DOWNY RF 750ml VERÃO TROPICAL";"20341";"UN 1";"1,000";"16,99";"16,99";"0,01";"19,89";"0,01";"117,07";"4,23";"4,23";"0,01";"24,90";"37,13";"27,07";"12,39";"11,19";"0,00";"0,00";"0,00";"1,57";"0,00";"0,00";"0,00";"0,00";"4,23";"0,01";"27,43";"0,784";"0,01";"0,750";"0,003";"5.663,333";"11,79";"565,86";"11,79";"0,00";"0,00";"0,00"
